rank,statement_id,file,line,code,ochiai_score,tie_size,r_worst
1,S213,StrBuilder.java,1203,if (len > 0) {,0.316228,4,4
1,S214,StrBuilder.java,1204,"int index = indexOf(str, 0);",0.316228,4,4
1,S215,StrBuilder.java,1205,if (index >= 0) {,0.316228,4,4
1,S216,StrBuilder.java,1206,"deleteImpl(index, index + len, len);",0.316228,4,4
5,S212,StrBuilder.java,1202,int len = (str == null ? 0 : str.length());,0.288675,1,5
6,S298,StrBuilder.java,1747,"return indexOf(str, 0);",0.213201,1,6
7,S309,StrBuilder.java,1775,char[] thisBuf = buffer;,0.182574,5,11
7,S310,StrBuilder.java,1778,for (int i = startIndex; i < len; i++) {,0.182574,5,11
7,S311,StrBuilder.java,1779,for (int j = 0; j < strLen; j++) {,0.182574,5,11
7,S312,StrBuilder.java,1780,if (str.charAt(j) != thisBuf[i + j]) {,0.182574,5,11
7,S313,StrBuilder.java,1784,return i;,0.182574,5,11
12,S307,StrBuilder.java,1772,if (strLen > size) {,0.176777,1,12
13,S305,StrBuilder.java,1769,if (strLen == 0) {,0.162221,1,13
14,S189,StrBuilder.java,1115,size -= len;,0.136083,1,14
15,S299,StrBuilder.java,1761,startIndex = (startIndex < 0 ? 0 : startIndex);,0.110432,1,15
16,S302,StrBuilder.java,1765,int strLen = str.length();,0.103142,2,17
16,S303,StrBuilder.java,1766,if (strLen == 1) {,0.103142,2,17
18,S8,StrBuilder.java,126,append(str);,0.088388,1,18
19,S6,StrBuilder.java,122,if (str == null) {,0.087706,2,20
19,S7,StrBuilder.java,125,buffer = new char[str.length() + CAPACITY];,0.087706,2,20
21,S52,StrBuilder.java,472,int strLen = str.length();,0.069758,5,25
21,S53,StrBuilder.java,473,if (strLen > 0) {,0.069758,5,25
21,S54,StrBuilder.java,474,int len = length();,0.069758,5,25
21,S56,StrBuilder.java,476,"str.getChars(0, strLen, buffer, len);",0.069758,5,25
21,S57,StrBuilder.java,477,size += strLen;,0.069758,5,25
